Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0083608	426	178	223	401	137	173
FBtr0339253	1398.081	298.956	363.7	1297.308	270.684	266.848
FBtr0084693	697.31	203.044	194.282	665.32	138.251	146.152
FBtr0076191	0	0	0	0	0	0
FBtr0087608	5.35	2.46	2.022	8.828	10.434	4.049
FBtr0345648	12.65	1.54	3.978	10.172	2.566	1.951
FBtr0070261	48.923	48.378	58.072	70.736	51.584	44.561
FBtr0308319	38.8	30.622	41.145	28.648	19.769	8.502
FBtr0303563	1370.527	448.725	402.609	843.638	255.341	197.914
FBtr0332293	21.438	19.124	18.682	26.127	15.126	17.539
FBtr0330406	15.572	18.513	17.153	22.969	15.892	18.579
FBtr0070266	40.035	50.558	45.208	28.747	16.189	9.147
FBtr0070263	565.472	110.184	101.877	498.63	117.259	84.285
FBtr0070262	21.222	16.55	17.835	19.515	10.216	9.162
FBtr0303564	21.612	13.718	16.974	19.129	12.075	8.533
FBtr0303562	2064.773	457.891	564	2516.091	747.009	589.183
FBtr0300427	69.393	35.297	29.955	114.379	52.507	37.274
FBtr0070265	71.837	137.624	67.335	236.36	136.632	106.546
FBtr0300428	58.849	51.764	55.525	83.968	34.693	25.848
FBtr0300429	87.443	178.389	128.988	416.716	103.267	138
FBtr0084558	47.11	4.096	9.702	10.157	4.935	2.571
FBtr0084557	28.989	15.954	3.785	26.004	2.594	3.267
FBtr0084556	12.545	3.167	3.011	19.207	3.417	6.087
FBtr0084559	264.548	55.11	70.546	230.334	61.38	49.294
FBtr0345432	0.967	0	0.336	0.658	0	0.336
FBtr0332564	1.028	0	0.331	0.673	0	0.331
FBtr0332565	1.006	0	0.333	0.668	0	0.333
FBtr0077063	887.218	358	415.935	1083.877	320.707	418
FBtr0074563	0	0	0	1	0	0
FBtr0076514	526.088	173.014	253.543	117.378	101.623	213.343
FBtr0076513	402.723	130.576	82.549	819.765	169.467	39.851
FBtr0301140	431.567	235.247	260.958	885.32	183.735	180.59
FBtr0301139	281.622	19.164	67.949	50.537	11.175	142.216
FBtr0070347	2259	866	1068	1740	630	817
FBtr0070447	605.184	331.953	402.964	589.071	228	279.318
FBtr0070070	291	77	90	149	57	51
FBtr0084492	486.629	85.722	97.068	495.887	88.57	92.139
FBtr0091860	0.04	0.071	0.061	0.038	0.067	0.069
FBtr0112520	0.822	0.532	0.508	4.269	0.306	0.513
FBtr0112519	0.001	0	0	0.199	0	0
FBtr0342987	0	0	0	0.179	0	0
FBtr0070589	11.77	7.528	10.117	15.073	7.767	6.515
FBtr0343540	40.417	4.339	0.936	7.172	2.681	1.189
FBtr0344969	10.486	5.157	3.947	34.3	3.571	3.316
FBtr0340447	0.311	0.334	0.005	0.686	0.162	0
FBtr0340448	0.31	0.333	0.005	0.69	0.161	0
FBtr0086573	0.311	0.334	0.005	0.688	0.161	0
FBtr0340449	0.305	0.328	0.005	0.285	0.155	0
FBtr0114622	2.452	0.336	0.005	2.988	1.203	0
FBtr0086572	0.311	0.334	0.005	0.686	0.162	0
FBtr0100354	694.876	173.758	219.318	588.734	126.969	226.628
FBtr0081744	3	1	1	0	0	1
FBtr0072254	46.703	12.079	13.091	26.292	8.334	8.428
FBtr0072255	13.297	0.921	4.478	15.708	2.666	4.572
FBtr0304829	7	1	1	4	2	0
FBtr0082508	997.046	401.207	444.431	770.96	252.727	387.163
FBtr0347147	29.426	6.388	8.355	7.13	12.584	11.434
FBtr0088223	1345.969	365.427	475.915	1493.402	411.806	416.656
FBtr0345945	242.556	88.573	94.085	319.598	95.194	102.344
FBtr0087824	0	0	0	1	0	0
FBtr0088897	182	47	59	83	35	43
FBtr0070714	0.309	0.574	0	0.394	0.174	0.204
FBtr0100551	0.302	0.581	0	0.391	0.168	0.197
FBtr0070713	6.746	0.859	0	4.012	1.247	0.2
FBtr0345320	0.304	0.579	0	0.391	0.169	0.198
FBtr0100552	6.468	0.857	0	3.917	1.241	0.2
FBtr0347565	0.565	0.942	0	0	0.5	0
FBtr0084305	2.435	1.058	0	0	0.5	0
FBtr0300954	1351.606	223.988	230.37	813.455	172.318	174.383
FBtr0100140	1402.689	928.102	1032.45	1815.789	834.004	867.228
FBtr0339300	222.705	69.015	71.731	243.756	56.679	67.823
FBtr0080944	3.694	0.046	0.146	1.749	0.388	0.047
FBtr0344410	18.306	3.992	3.88	9.251	2.63	3.953
FBtr0070970	546	259	304	562	241	269
FBtr0086673	28	6	9	18	6	6
FBtr0083415	11.01	1.157	1	12.947	5	2
FBtr0075774	257.302	200.482	155.091	324.435	151.513	140.107
FBtr0302433	187.203	68.518	143.909	246.565	18.487	88.893
FBtr0339337	36.665	15.227	31.14	42.57	14.691	30.455
FBtr0088710	460.335	162.773	184.86	424.43	149.309	136.545
FBtr0073111	36.558	9.077	14.121	31.183	15.076	19
FBtr0081625	0	0	0	1	0	0
FBtr0072425	653.035	252	295	785.108	295	321
FBtr0340542	13.404	9.719	13.909	6.964	6.431	13.735
FBtr0340544	4.914	4.451	6.081	3.737	3.643	5.098
FBtr0080395	71.608	31.52	47.228	61.499	20.563	25.156
FBtr0340543	21.775	8.348	8.036	5.419	9.047	6.552
FBtr0080396	4.299	3.962	6.747	3.382	3.316	4.46
FBtr0075853	2	1	1	2	0	0
FBtr0112408	4	0	0	1	1	1
FBtr0334874	14.437	1.585	4.301	10.407	5.769	2.524
FBtr0334875	1.563	0.415	0.699	1.593	0.231	2.476
FBtr0088499	16651.543	6752	7171.991	16868	5768	6083
FBtr0080989	8.634	0.512	1.165	5.698	1.163	1.928
FBtr0340254	1.366	0.488	0.835	1.302	0.837	1.072
FBtr0076567	2.008	0.2	0.001	2.942	0	1.436
FBtr0081251	8	2	5	9	4	4
FBtr0300086	1.274	0	0.284	0.072	0.251	0.115
FBtr0342897	51.17	3.416	8.785	34.588	23.504	3.355
FBtr0306013	14.184	43.731	33.015	71.697	16.487	28.993
FBtr0071703	10521.322	4211.861	4924.271	7603.184	2572.288	3090.156
FBtr0300397	14.015	11.804	25.091	4.343	4.856	11.518
FBtr0342896	178.221	28.188	40.838	81.155	59.864	11.978
FBtr0082318	0	0	0	2	0	0
FBtr0084639	0	0.5	0.5	0.5	0	0
FBtr0084640	0	0.5	0.5	0.5	0	0
FBtr0075330	3652.315	1327	1420.989	4410.652	1248	1292
FBtr0303106	401	181	208	791	335	340
FBtr0079766	25.435	0.196	2.033	2.241	0.9	0.202
FBtr0309842	5.638	11.436	6.741	18.604	7.016	11.342
FBtr0301481	653.716	183.601	182.639	676.716	121.05	168.846
FBtr0333560	0.284	0.399	0.361	0.284	10.95	11.154
FBtr0075674	0	0	0	0	0	0
FBtr0076926	691.64	269.028	326	874.852	246	326
FBtr0303485	1063.724	614.137	478.216	1381.843	327.596	365.859
FBtr0303486	1439.276	374.863	589.784	881.438	449.404	392.141
FBtr0072429	534.549	219	250	560.152	181	216.406
FBtr0089578	0	0	0	0	0	0
FBtr0079373	17.129	7.953	4.3	32.979	5.478	4.297
FBtr0079374	11.871	6.047	3.7	11.021	4.522	3.703
FBtr0333549	176.039	20.489	24.863	75.575	17.713	19.129
FBtr0070028	226.421	21.976	26.444	124.125	26.502	40.39
FBtr0303258	3325.961	1214.07	1325.954	4401.108	1117.782	1144.506
FBtr0333548	261.755	75.29	133.356	277.247	62.691	61.713
FBtr0085210	802	280	358	514	188	246
FBtr0074607	0	0	0	0	0	0
FBtr0081689	1	0	0	0	0	0
FBtr0445832	1.616	2.463	1.314	2.277	1.641	0.937
FBtr0078018	2.384	0.537	1.686	4.723	2.359	1.063
FBtr0074486	327	101	110	238	83	102
FBtr0112365	154.973	23.886	26.358	159.306	18.416	39.525
FBtr0089786	0.333	0	0.333	0.844	0	0
FBtr0304911	0.333	0	0.333	0.312	0	0
FBtr0334823	0.333	0	0.333	0.844	0	0
FBtr0076589	1	0	0	1	0	0
FBtr0086237	0	0	0	0	0	0
FBtr0346650	5.365	1.691	2.708	5.54	2.708	2.801
FBtr0346726	1.564	0.169	0.538	0.248	0.542	0.11
FBtr0333746	0.071	0.14	0.753	0.212	0.75	0.089
FBtr0346743	0	0	0	0	0	0
FBtr0084809	16	5	10	17	3	12
FBtr0306150	1.001	0	0	2.005	0	1
FBtr0343207	0	0	0	0	0.502	0
FBtr0072025	0	0	0	0	0.498	0
FBtr0071178	26.25	5.08	8	18.69	5.486	4.056
FBtr0087132	3	0	0	0	0	0
FBtr0088694	630	250	294	659	216	258
FBtr0076159	0	0	0	0	0	0
FBtr0346631	14.422	4.802	0.937	27.851	1.034	16.964
FBtr0088581	47.678	23.754	24.567	95.705	27.823	23.444
FBtr0079830	7	5	2	12	0	3
FBtr0330623	72.631	65.646	61.9	74.06	62.037	60.961
FBtr0330622	497.123	332.41	323.529	633.831	326.222	296.653
FBtr0088139	2280.446	658.225	767.711	2279.568	782.881	630.824
FBtr0330621	93.11	73.859	58.37	117.287	74.114	68.33
FBtr0088140	3139.667	1382.791	1332.543	4211.535	1412.271	1226.576
FBtr0301241	4.281	3.402	1.708	5.374	1.867	1.938
FBtr0301240	20.669	3.364	3.104	6.838	3.168	1.902
FBtr0309030	7.67	0.989	1.64	9.089	1.784	1.848
FBtr0339815	3.162	1.009	1.821	3.741	1.878	1.95
FBtr0082240	8521.835	3814.265	4199.666	8144.998	2913.542	3590.441
FBtr0337051	1191.936	213.394	118.115	450.173	118.247	83.762
FBtr0088065	0	0	1	0	0	0
FBtr0336788	738.765	310.056	441.976	671.535	354.002	325.804
FBtr0085310	4425.103	1940.704	1875.093	5023.133	1913.998	1662.277
FBtr0081780	72	30	35	96	31	45
FBtr0339275	0.512	0	0	0	0	0
FBtr0345679	0.488	0	0	0	0	0
FBtr0072377	0	0	0	0	0	0
FBtr0305334	0	0	0	0	0	0
FBtr0339103	77.853	26.701	33.106	92.646	26.919	47.521
FBtr0079715	0	0	0	0	0	0
FBtr0308570	1841.849	1068.447	1175.011	3427.061	1146.274	1129.851
FBtr0308571	1964.343	738.92	1112.68	2428.263	1197.196	1661.149
FBtr0301312	0	0	2	0	0	0
FBtr0335441	0	0	0.5	0	0	0
FBtr0085672	0	0	0.5	0	0	0
FBtr0073976	37	11	12	58	15	17
FBtr0079055	0	0	0	0.501	0.501	0
FBtr0345335	0	0	0	0.499	0.499	0
FBtr0112392	1	0	0	1	0	0
FBtr0306925	1	0	0	1	0	0
FBtr0076372	0	0	0	0	1	1
FBtr0273329	0	0	0	0	0	0
FBtr0333251	5.377	0.5	0.5	4.632	1.952	0
FBtr0077526	3.623	0.5	0.5	5.368	2.048	0
FBtr0333665	32.599	28.358	31.504	26.476	30.196	11.076
FBtr0333664	366.425	59.109	37.179	226.122	63.051	55.408
FBtr0084882	989.511	135.998	130.944	789.226	161.617	126.048
FBtr0305218	87.511	37.229	31.771	254.641	51.464	60.784
FBtr0305219	790.67	474.743	640.606	1339.178	485.329	388.666
FBtr0333663	701.022	181.747	78.266	485.824	113.053	128.496
FBtr0084881	459.878	168.477	172.731	341.538	221.387	160.309
FBtr0330188	3.704	0.987	0.004	8.204	0.501	0.503
FBtr0081808	2.302	1.015	0	2.977	0.5	0.5
FBtr0073999	0	0	0	0	0	0
FBtr0346086	0	0	0	0	0	0
FBtr0077040	1	3	3	1	1	2
FBtr0088259	17.129	14.162	12.459	69.973	26.107	16.54
FBtr0331166	238.782	69.604	87.996	209.118	74.231	75.967
FBtr0111127	390.642	78.139	102.158	455.059	126.313	100.668
FBtr0331165	219.576	68.257	79.847	198.822	68.456	74.365
FBtr0081577	128.112	35.986	48.973	123.636	41.974	42.901
FBtr0072029	31.797	22.452	20.741	21.45	21.096	19.384
FBtr0112940	57.899	20.145	49.691	59.445	14.694	30.111
FBtr0072028	2457.606	1068.788	1188.568	2945.558	975.21	1098.505
FBtr0301857	485.444	135.454	281.095	827.187	224.404	349.26
FBtr0075082	122.307	39.141	20.13	81.705	47.606	61.37
FBtr0075081	2441.057	549.382	782.102	2246.819	604.582	694.805
FBtr0075083	4327.192	1881.023	1874.674	4166.288	1533.409	1689.566
FBtr0077490	95.098	30.195	27.284	123.411	45.564	54.358
FBtr0307028	89.205	48.377	70.819	245.638	77.884	81.272
FBtr0077493	46.166	22.565	21.561	78.001	27.908	37.414
FBtr0077491	153.715	49.753	69.569	303.254	132.034	63.844
FBtr0307027	72.654	30.775	27.759	134.041	47.783	56.276
FBtr0307029	49.503	31.995	35.313	162.892	57.367	59.254
FBtr0077492	126.659	19.553	28.695	79.748	36.672	57.582
FBtr0331999	85.336	58.217	49.254	44.336	21.238	19.209
FBtr0273342	0.664	0.783	0.746	0.664	0.762	0.791
FBtr0077576	5860.971	2360.167	2656.131	8177.883	2638.953	3107.457
FBtr0332371	74.197	12.789	27.891	31.282	16.036	19.468
FBtr0308315	8.831	9.044	8.978	8.835	9.011	9.075
FBtr0331967	521.701	35.815	51.4	365.975	41.443	65.954
FBtr0086034	1289.458	380.184	363.298	1290.676	379.254	380.003
FBtr0071090	946	402	434	1189	352	457
FBtr0073596	2116.168	660.773	598.438	2070.611	571.961	584.286
FBtr0342744	1061.832	711.074	996.562	1732.389	824.039	829.714
FBtr0346586	624.8	186.451	187.432	458.883	279.548	186.059
FBtr0331677	8087.62	2673.549	2969.568	9379.181	2926.452	2572.941
FBtr0100038	0	0	0	0	0	0
FBtr0306329	99.265	36.488	45.212	73.077	54.968	46.266
FBtr0074850	654.615	357.373	403.054	1069.661	400.697	278.714
FBtr0306326	260.373	116.087	141.777	449.306	157.508	179.177
FBtr0308204	241.782	93.329	39.496	193.067	70.21	59.363
FBtr0302113	596.417	306.773	440.378	1202.294	310.69	327.057
FBtr0306327	457.625	154.786	196.187	562.727	165.544	170.853
FBtr0306328	118.819	48.796	45.541	147.463	31.38	55.338
FBtr0074851	254.019	61.251	40.197	91.092	25.739	36.04
FBtr0335382	0.07	0	0.118	0.06	0.125	0.104
FBtr0077973	1.93	0	0.882	5.94	0.875	1.896
FBtr0072444	0	0	0	0	0	0
FBtr0085264	271.863	95.08	117.851	231.451	58.524	82.577
FBtr0074018	1338.213	511.164	634.993	1321.203	425.459	520.792
FBtr0085448	0	0	0	0	0	0
FBtr0332440	0	0	0	0	0	0
FBtr0340231	70.628	27.025	35.173	36.504	34.16	22.371
FBtr0079746	764.678	378.23	501.825	980.541	275.493	342.447
FBtr0340232	731.112	176.866	211.2	624.557	164.662	173.178
FBtr0303868	471.609	153.822	115.61	251.568	157.368	138.523
FBtr0079745	34.559	29.057	22.192	23.831	20.318	33.481
FBtr0078744	2756.911	447.996	472.827	1608.892	416.454	452.431
FBtr0078750	63.059	12.486	15.158	38.404	11.384	44.678
FBtr0078749	547.923	222.264	195.393	1172.444	84.895	157.835
FBtr0078747	381.194	88.568	45.115	45.849	23.531	61.079
FBtr0078745	12054.223	3233.257	3543.374	11824.836	3112.915	3245.079
FBtr0078746	338.483	28.036	49.315	188.471	43.391	47.061
FBtr0078748	220.006	31.392	84.818	193.103	147.43	125.837
FBtr0085688	0	0	0	1	1	0
FBtr0082878	2	0	0	0	0	0
FBtr0074967	1887.876	663.188	778.791	1595.631	589.675	598.15
FBtr0273410	318.263	79.286	68.84	488.629	80.78	71.528
FBtr0342728	5.843	3.885	1.759	13.272	5.157	2.736
FBtr0070205	4.157	3.115	6.241	6.728	3.843	5.264
FBtr0343704	0	0	0	0	0	0
FBtr0080662	0	0	0	0	0	0
FBtr0344772	0	0	0	0	0	0
FBtr0343703	0	0	0	0	0	0
FBtr0110918	484.927	436.993	427.595	1471.574	589.541	518.389
FBtr0110916	343.558	218.262	274.492	267.072	112.888	152.333
FBtr0083764	1136.752	330.184	315.397	2444.115	649.769	403.146
FBtr0334565	112.292	106.986	106.467	165.354	86.11	84.91
FBtr0083766	51.303	23.164	21.352	61.237	28.232	33.252
FBtr0110917	157.392	68.994	90.067	130.032	80.284	83.528
FBtr0334563	420.25	134.95	150.75	337.152	106.768	107.606
FBtr0110915	96.561	40.864	48.856	134.451	38.203	47.089
FBtr0334562	114.797	68.729	57.677	91.189	57.492	52.5
FBtr0110919	356.507	159.443	135.091	437.61	228.373	171.359
FBtr0083765	2576.197	697.236	784.058	1017.152	379.98	461.293
FBtr0334564	903.356	298.927	262.208	792.454	259.366	237.824
FBtr0085173	757.847	347.424	426.01	1144.505	351.528	410.066
FBtr0302656	42.224	58.214	110.76	65.229	87.875	56.152
FBtr0302654	971.796	272.258	333.6	1061.755	323.271	194.341
FBtr0302658	45.053	15.872	22.067	38.681	18.817	26.503
FBtr0309966	11.278	29.31	26.184	32.708	36.471	22.557
FBtr0309968	21.237	32.171	40.26	25.068	27.824	28.408
FBtr0332901	521.735	77.2	78.064	328.606	60.291	50.583
FBtr0309967	41.438	50.19	54.772	36.342	33.989	44.23
FBtr0309969	40.585	18.919	17.732	36.715	21.657	20.499
FBtr0302659	356.473	71.383	54.336	121.867	60.071	46.867
FBtr0302657	1467.339	639.837	696.73	1477.877	405.222	497.847
FBtr0302655	225.373	59.743	78.818	283.876	100.425	64.733
FBtr0088971	1665	594	767	1789	586	649
FBtr0340367	112.187	19.556	19.001	57.424	22.618	8.401
FBtr0340366	136.531	41.593	23.499	78.136	28.002	23.722
FBtr0340365	162.899	63.503	74.72	192.698	49.216	59.664
FBtr0340363	32.213	13.371	17.472	11.183	14.434	15.135
FBtr0112491	0	0	0	0	0	0
FBtr0087180	10	3	2	9	1	0
FBtr0077631	514	322	384	800	364	405
FBtr0331684	1975.335	752.871	506.187	1846.794	641.8	430.873
FBtr0331682	7924.584	3154.684	3416.849	7765.665	3254.729	3606.502
FBtr0082239	2676.422	961.652	854.4	3063.294	995.433	610.14
FBtr0331681	1001.766	402.379	382.091	964.866	430.86	356.237
FBtr0331683	2291.864	715.414	755.473	3363.106	889.179	557.248
FBtr0081785	880.64	406.185	449	914.226	303.473	412.538
FBtr0086904	5747.46	1640.904	1681.868	5203.203	1653.574	1358.135
FBtr0340217	755.673	317.096	328.132	834.004	316.426	385.865
FBtr0079430	452.132	221.452	369.798	459.551	324.842	304.429
FBtr0345638	81.705	25.814	25.631	25.573	25.582	25.853
FBtr0079429	2027.013	790.269	854.907	2831.776	700.789	752.718
FBtr0074376	1257	628	697	875	404	441
FBtr0088189	0	0	0	2	0	0
FBtr0112643	2.385	1	0.333	5.505	0	1
FBtr0342628	0.213	0	0.33	0.596	0	0
FBtr0112642	3.455	0.036	0.341	2.956	0.007	0.01
FBtr0070434	1956.335	1028.853	1169.92	2034.224	864.983	920.233
FBtr0344700	0	0	0	0	0	0
FBtr0344699	0	0	0	0	0	0
FBtr0085293	281.818	115.814	125.804	274.295	89.698	101.895
FBtr0309247	0.827	0.876	1.115	0.829	0.878	0.893
FBtr0079795	1.374	0.733	1.597	4.23	1.245	3.029
FBtr0346282	1.335	0.727	1.541	3.769	1.215	2.802
FBtr0336620	89.035	20.475	34.911	265.911	68.301	68.273
FBtr0079796	1.298	1.403	2.872	1.305	1.42	1.459
FBtr0330019	7.211	2.472	2.028	54.831	8.691	9.172
FBtr0079797	22.488	5.431	2.809	20.576	5.365	5.471
FBtr0303895	0.833	0.883	1.128	0.835	0.884	0.9
FBtr0084808	1341	459	441	1232	357	349
FBtr0111233	1379.896	221.817	271.803	1282.958	287.773	238.272
FBtr0343033	0.076	0	0.044	0.053	0	0.09
FBtr0346169	2.916	2	4.948	0.238	2	0.279
FBtr0071398	0.008	0	0.008	0.709	0	0.631
FBtr0113830	662.888	196.196	260.199	412.276	146.541	134.874
FBtr0301121	6.311	0.101	0.071	0.284	0.147	0.12
FBtr0344972	12919.365	4565.988	4767.876	8433.741	4813.004	4706.746
FBtr0113831	99.994	7.816	4.65	42.184	5.487	5.065
FBtr0113829	180.41	9.839	5.078	49.749	6.298	9.18
FBtr0072060	1044.79	401	451	777.374	224	274.571
FBtr0081068	2.242	0.835	2.454	4.676	1.486	2.704
FBtr0305619	16.758	4.165	2.546	10.347	1.514	9.296
FBtr0082791	1.003	1.003	0	1	1	0.005
FBtr0331181	2.102	1.769	0.337	1.941	0	0
FBtr0299510	0.898	0.613	0.333	2.216	0	0
FBtr0330139	0	0.618	0.33	0.843	0	0
FBtr0302274	2	0	0	4	1	0
FBtr0089035	17.007	6.579	3.967	8.766	5.603	2.693
FBtr0307288	112.475	53.582	51.728	185.287	47.119	26.095
FBtr0070889	7.525	7.418	7.272	7.713	17.881	25.905
FBtr0086119	636.111	258.873	309.556	461.67	189.826	238.936
FBtr0086118	7.889	4.127	3.444	23.33	8.174	3.064
FBtr0089574	7.011	1.008	1.009	3.001	3.011	1.007
FBtr0075873	2.714	0	0.963	2.119	1.393	0.498
FBtr0300699	4.286	0	1.037	2.881	1.607	0.502
FBtr0072558	3879.605	1495	1898	3797.327	1136.96	1314
FBtr0301785	10.346	9.96	4.34	8.937	2.468	9.826
FBtr0301783	1284.095	149.788	127.542	233.32	83.459	122.056
FBtr0333873	6.28	0.16	1.467	6.161	0.021	0.013
FBtr0343636	82.636	19.181	27.753	80.094	30.189	24.12
FBtr0301784	173.643	26.911	18.897	66.488	24.863	15.985
FBtr0302551	0.207	15.675	0.247	7.232	7.601	0.28
FBtr0083239	240.797	34.325	73.753	216.811	31.399	51.72
FBtr0331820	59.136	13.832	11.87	75.225	6.955	11.389
FBtr0331819	30.015	11.705	20.621	29.307	13.278	14.145
FBtr0078179	196.118	88.91	110.073	214.488	86.15	120.941
FBtr0072518	50.047	16.15	21.085	23.017	8.038	8.071
FBtr0078645	3	0	0	2	0	1
FBtr0089129	11.597	5.447	12.556	10.184	6.198	6.345
FBtr0307043	51.87	15.052	19.479	41.474	17.772	6.021
FBtr0307044	22.383	12.501	17.765	20.621	7.165	18.378
FBtr0089128	11.284	5.999	12.213	9.943	6.875	6.255
FBtr0290080	21.25	22.546	25.044	15.343	14.239	14.545
FBtr0290079	159.947	48.422	47.419	82.026	33.213	66.925
FBtr0077511	945.875	197.772	277.392	1718.753	465.996	355.662
FBtr0290081	80.393	41.805	48.452	81	36.987	37.198
FBtr0290077	228.337	236.858	281.785	1481.699	795.179	772.046
FBtr0077513	1094.383	439.523	407.573	1686.028	319.354	311.253
FBtr0077512	13.618	19.949	19.813	15.978	13.888	16.388
FBtr0290078	677.58	282.374	380.628	189.34	54.486	79.514
FBtr0290082	38.135	33.749	34.797	45.476	37.969	29.855
FBtr0086555	191.143	67.4	71.119	53.887	13.696	19.341
FBtr0334008	80.857	27.6	17.881	19.008	7.304	8.506
FBtr0079230	67.393	19.407	35.592	46.314	26.482	19.599
FBtr0332603	19.076	20.034	22.408	50.24	8.518	21.401
FBtr0332505	20.41	2.09	2.042	1.933	6.75	2.107
FBtr0079877	1021.59	394.91	526.958	1079.067	330.25	459.893
FBtr0112360	0	0	0	0	0	0
FBtr0346727	60	1	8	37	10	4
FBtr0113003	39.96	23	26	17	8	7
FBtr0079242	1	0	1	0	0	0
FBtr0302392	0	0	0	0	0	0
FBtr0085360	334	125	143	339	123	103
FBtr0088467	0	0	0	0	1	0
FBtr0071333	4	2	3	6	1	3
FBtr0344296	1.407	0	0	0.801	0.31	0.332
FBtr0304916	13.793	1.245	0	3.249	3.06	0.34
FBtr0304917	1.438	0	0	0.808	0.309	0.331
FBtr0307281	394.501	149.352	182.105	380.366	115.666	163.325
FBtr0071331	3.477	3.648	9.367	26.446	9.334	3.675
FBtr0071893	0	0	0	0	0	1
FBtr0332061	0.684	0.562	1.966	1.837	0.672	0.859
FBtr0332064	0.684	0.562	1.967	1.839	0.672	0.859
FBtr0332063	0.684	0.562	1.966	1.456	0.672	0.859
FBtr0332062	16.163	2.315	2.102	13.998	2.985	4.422
FBtr0075596	2779.374	895.771	1039.544	2363.838	751.525	852.369
FBtr0071679	594.737	228	299	623.532	203	235
FBtr0113179	416	131	166	336	82	117
FBtr0083746	604.018	257.518	305.256	479.565	244.437	244.299
FBtr0332165	103.982	63.482	42.744	288.435	42.563	42.701
FBtr0074083	184.015	77.382	101.881	136.892	65.414	76.873
FBtr0088764	0.5	0	0	0	0	0
FBtr0290124	0.5	0	0	0	0	0
FBtr0302196	6.647	7.235	15.547	5.269	7.101	13.615
FBtr0302195	129.985	43.033	44.342	148.718	42.083	47.317
FBtr0083654	35	14	14	53	15	17
FBtr0337059	70.761	5.237	8.063	11.427	3.968	4.361
FBtr0083367	10.048	5.557	10.121	25.145	6.185	6.525
FBtr0086804	0	0	0	0	0	0
FBtr0345582	0	0	0	0	0	0
FBtr0076043	1	0	0	1	1	0
FBtr0083865	0	0	0	0	0	0
FBtr0343846	1	0	0	1	0	0
FBtr0305680	65.742	0.163	0.155	16.73	44.753	0.186
FBtr0081855	3408.258	1013.837	1116.845	2462.27	650.247	919.814
FBtr0302527	47	16	10	20	2	3
FBtr0340064	0.998	0.5	0	0.998	0	0
FBtr0340065	1.002	0.5	0	1.002	0	0
FBtr0081708	0	0	0	2	0	0
FBtr0075053	0	0	0	0	0	0
FBtr0085153	0	0	0	0	0	0
FBtr0083141	9583.404	3887.428	5037.303	8776.874	3736.277	4092.318
FBtr0083142	1684.262	516.572	367.697	1740.126	317.723	958.682
FBtr0075631	0	0	1	2	1	1
FBtr0072316	12	1	4	3	0	3
FBtr0083439	0	0	0	0	0	0
FBtr0071732	0	0	0	0	0	0
FBtr0074382	0	0	1	1	0	2
FBtr0086127	7978.581	2199.714	2025.164	7375.179	1606.513	2149.673
FBtr0332939	183.163	59.552	59.282	117.369	42.215	58.601
FBtr0300285	403.242	119.134	122.057	237.783	114.217	86.351
FBtr0086131	731.145	184.659	349.653	734.657	168.874	194.974
FBtr0086129	518.874	211.127	213.363	141.565	405.355	64.995
FBtr0086130	60.659	16.176	44.813	62.85	35.135	43.517
FBtr0074301	3079.525	1611.577	1853.283	5826.711	2301.232	2654.022
FBtr0343350	3358.475	850.423	940.717	2278.289	536.768	548.978
FBtr0076602	245	85	102	312	74	95
FBtr0333167	0	0	0	0	0	0
FBtr0305272	186.531	25.574	32.076	141.167	22.493	45.868
FBtr0075339	530.469	121.426	148.924	541.833	102.507	119.132
FBtr0300320	0	0	0	0.163	0	0
FBtr0300321	0	0	0	0.119	0	0
FBtr0331341	0	0	0	4.718	0	0
FBtr0078881	40	3	1	16.04	0	4
FBtr0088906	8.334	0.216	0.204	0.25	0.215	0.218
FBtr0088905	2997.666	1069.784	1340.796	3531.75	927.785	1240.782
FBtr0334636	85.623	41.656	55.096	59.06	35.289	31.251
FBtr0334633	84.208	53.276	49.974	25.772	7.961	10.113
FBtr0334632	434.316	77.79	87.126	188.068	41.831	45.309
FBtr0330142	1.599	1.407	2.376	1.204	2.678	1.48
FBtr0334634	311.016	77.38	82.305	129.818	32.572	39.51
FBtr0334635	79.238	41.492	53.123	51.536	28.668	28.336
FBtr0078270	2	0	1	2	0	1
FBtr0085556	466.305	222.186	289.158	648.637	204.127	250.851
FBtr0082633	2	3	1	0	0	2
FBtr0087311	1.012	0	0	1.834	0	0
FBtr0329908	0.992	0	0	1.748	0	0
FBtr0083606	311.957	135	129	245.943	86	99
FBtr0309886	140.938	16.077	34.127	136.094	28.865	32.989
FBtr0087666	802.883	304.112	361.558	1169.456	395.244	379.869
FBtr0309887	138.178	23.811	31.315	168.45	24.891	30.142
FBtr0077768	139	31	43	83	33	38
FBtr0306031	119	30	39	67	22	28
FBtr0081372	0.008	3.011	1	1.01	1	0.002
FBtr0084665	71	31	32	41	9	10
FBtr0112737	37	9	11	21	4	13
FBtr0339898	12.686	5.59	5.962	9.105	4.588	6.171
FBtr0075234	13.391	6.391	6.895	8.59	5.103	7.169
FBtr0075233	14.489	10.646	9.606	22.396	10.994	12.904
FBtr0075235	13.455	5.724	6.117	9.488	4.676	6.336
FBtr0075232	123.978	37.649	50.42	119.42	39.638	42.419
FBtr0306052	20	1	6	6	4	1
